Наименование;Наименование артикула;Артикул;Валюта;Цена;Доступен для заказа;Зачеркнутая цена;Закупочная цена;В наличии;Краткое описание;Описание;Наклейка;Статус;Тип товаров;Теги;Облагается налогом;Заголовок;META Keywords;META Description;Ссылка на витрину;Цвет;Объем встроенной памяти;Размер;Изображения;Изображения
Форма бумажная МАФФИН 50х40 20 шт Серебро-Золото;40105;40105;RUB;149;1;;;9;;;;1;;;;;;;;;;;;;
Форма для выпечки "Пазлы", 7 ячеек;12662;12662;RUB;195;1;;;1;;;;1;;;;;;;;;;;;;
Форма для выпечки «Динозавр», 6 ячеек (10,4?7,2 см), 29?21 см;12657;12657;RUB;375;1;;;1;;;;1;;;;;;;;;;;;;
Форма для выпечки «Полусфера», 29х16,5 см, 24 ячейки (d=3,4 см);13487;13487;RUB;279;1;;;4;;;;1;;;;;;;;;;;;;
Форма для выпечки «Совята», 12 ячеек;;;RUB;119;1;;;3;;;;1;;;;;;;;;;;;;
Форма для выпечки «Фигуры и сердце» 4 ячейки;;;RUB;179;1;;;3;;;;1;;;;;;;;;;;;;
Форма для выпечки Круг 3шт;;;RUB;335;1;;;3;;;;1;;;;;;;;;;;;;
Форма для выпечки Сердце;;;RUB;299;1;;;2;;;;1;;;;;;;;;;;;;
Форма для выпечки и муссовых"Воздушные пузыри";10893;10893;RUB;445;1;;;6;;;;1;;;;;;;;;;;;;
Форма для выпечки капкейков 12 шт цветок;10504;10504;RUB;290;1;;;1;;;;1;;;;;;;;;;;;;
Форма для выпечки капкейков 6 шт;10859;10859;RUB;385;1;;;2;;;;1;;;;;;;;;;;;;
Форма для выпечки капкейков 6,5см;12448;12448;RUB;290;1;;;1;;;;1;;;;;;;;;;;;;
Форма для выпечки капкейков с кришкой 12 шт;12800;12800;RUB;425;1;;;1;;;;1;;;;;;;;;;;;;
Форма для выпечки квадрат;;;RUB;299;1;;;3;;;;1;;;;;;;;;;;;;
Форма для выпечки круг 2шт;;;RUB;299;1;;;2;;;;1;;;;;;;;;;;;;
Форма для выпечки с крышкой прессом Сердце;12903;12903;RUB;185;1;;;3;;;;1;;;;;;;;;;;;;
Форма для выпечки с крышкой прессом квадрат;12901;12901;RUB;185;1;;;2;;;;1;;;;;;;;;;;;;
Форма для выпечки с крышкой прессом круг;12902;12902;RUB;185;1;;;2;;;;1;;;;;;;;;;;;;
Форма для выпечки фк-4;13477;13477;RUB;0;1;;;9;;;;1;;;;;;;;;;;;;
Форма для вырезки теста "Зайчик";;;RUB;109;1;;;1;;;;1;;;;;;;;;;;;;
Форма для капкейка на 12 шт с силиконовыми вставками;12921;12921;RUB;395;1;;;3;;;;1;;;;;;;;;;;;;
Форма для куличей «Классика»,136 см;13478;13478;RUB;0;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и Шоколада «Детство», 6 ячеек, 24?9,5?1 см, с палочками;13043;13043;RUB;149;1;;;6;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого "Морозко", 6 ячеек, с палочками;12267;12267;RUB;150;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого "Рыбки", 6 ячеек, с палочками;0.1311;0.1311;RUB;130;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого 25?9,5 см «Ангел и демон» с палочками, 6 ячеек;13074;13074;RUB;119;1;;;4;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого 4 ячейки 19,5x11x2,4 см "Моника", цвет МИКС;13050;13050;RUB;269;1;;;2;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Венеция», 19,6?11 см, 4 ячейки (6,9?3 см), цвет МИКС;13036;13036;RUB;295;1;;;3;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Вкусная сладость» 12 ячеек;;;RUB;269;1;;;5;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Кексик» 6 ячеек;;;RUB;129;1;;;3;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Кексик», 6 ячеек;13053;13053;RUB;135;1;;;2;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Пасхальный кролик», 26х10х1 см, 6 ячеек;;;RUB;139;1;;;3;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Поцелуй» 6 ячеек , с палочками;;;RUB;129;1;;;3;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Поцелуй», 6 ячеек, с палочками;13067;13067;RUB;135;1;;;2;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Ромашка» 6 ячеек;;;RUB;129;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Сицилия», 19,5?11 см, 4 ячейки (6,8?3,5 см), цвет МИКС;13037;13037;RUB;245;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Смайл» 6 ячеек;;;RUB;139;1;;;2;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Улыбка» 5 ячеек;;;RUB;129;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Человечек, карамель», 6 ячеек;;;RUB;139;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого «Эскимо со сладостями»;13031;13031;RUB;235;1;;;2;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого, 23х19х3 см, "Сладости-радости";;;RUB;469;1;;;2;;;;1;;;;;;;;;;;;;
Форма для леденцов и мороженого, 23х19х3 см, "Сладости-радости", 20 ячеек, с палочками;13173;13173;RUB;425;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и шоколада «Влюблённость», 6 ячеек, цвета МИКС;13044;13044;RUB;135;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и шоколада «Звездочёт», 6 ячеек, цвета МИКС;13047;13047;RUB;139;1;;;1;;;;1;;;;;;;;;;;;;
Форма для леденцов и шоколада Цифры 29*17;10993;10993;RUB;329;1;;;4;;;;1;;;;;;;;;;;;;
Форма для льда и шоколад "Таблетки счастья", 5 ячеек, цвет шоколадный;11605;11605;RUB;105;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада  «Животные. Любовь» 15 ячеек;;;RUB;129;1;;;4;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада "Дамский набор", 14 ячеек;13055;13055;RUB;95;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада "Диффер", 15 ячеек;13069;13069;RUB;99;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада "Плитка" 12 ячеек;12288;12288;RUB;129;1;;;4;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада 15 ячеек Медвежата;1113;1113;RUB;240;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада 20,5х10,5х2 см "Трюфель", 15 ячеек;12335;12335;RUB;120;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада 20?10,5 см «Фламинго», 12 ячеек;13072;13072;RUB;109;1;;;3;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Автомобили», 20 ячеек;13494;13494;RUB;139;1;;;3;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Дамский набор» 14 ячеек;;;RUB;109;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Дино» 12 ячеек;;;RUB;119;1;;;3;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Драгоценные камни», 6 ячеек (d=4 см), 22,5х10,6 см, цвет шоколадный;;;RUB;155;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Звёзды» 14 ячеек;;;RUB;119;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Звездочёт» 15 ячеек;;;RUB;109;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Золотая рыбка», 18 ячеек,;;;RUB;135;1;;;4;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Кубики» 15 ячеек;;;RUB;109;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Мишка, цветок, сердце» 14 ячеек;;;RUB;109;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Музыкальные инструменты» 14 ячеек;;;RUB;129;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Насекомые» 16 ячеек;;;RUB;149;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Пасха», 23х15 см, 12 ячеек (4,8х3,8 см);;;RUB;159;1;;;3;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Подводный мир», 15 ячеек,;13275;13275;RUB;139;1;;;8;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Полумесяц», 21,5?10,4 см, 15 ячеек, цвет шоколадный;13064;13064;RUB;95;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Ракушки» 15 ячеек;;;RUB;119;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Роботы», 12 ячеек;13076;13076;RUB;105;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Сказка» 12 ячеек;;;RUB;129;1;;;1;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Следопыт», 15 ячеек,;13276;13276;RUB;149;1;;;4;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Трюфель» 15 ячеек;;;RUB;119;1;;;4;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Цифры», 30,2х16 см, 28 ячеек;;;RUB;295;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Чаепитие» 12 ячеек;;;RUB;119;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Шарик смайл» 15 ячеек;;;RUB;119;1;;;3;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Шахматы», 16 ячеек;13027;13027;RUB;129;1;;;2;;;;1;;;;;;;;;;;;;
Форма для льда и шоколада «Шоколатье», 15 ячеек;13068;13068;RUB;95;1;;;3;;;;1;;;;;;;;;;;;;
Форма для мастики кеды;12142;12142;RUB;245;1;;;5;;;;1;;;;;;;;;;;;;
Форма для маффина Тюльпан 50 х 80 мм;0158;0158;RUB;3;1;;;2673;;;;1;;;;;;;;;;;;;
Форма для мороженого 14,5?12,5?3 см "Эскимо", 2 ячейки (10,3?4,5 см), цвет МИКС;13034;13034;RUB;149;1;;;2;;;;1;;;;;;;;;;;;;
Форма для мусових тортов Облако;12089;12089;RUB;380;1;;;1;;;;1;;;;;;;;;;;;;
Форма для муссових десертов прямоугольник;12467;12467;RUB;380;1;;;4;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки;11079;11079;RUB;550;1;;;2;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки 14,8?4,1 см «Сладкие шарики», внутренний размер 12,5?13 см;12666;12666;RUB;245;1;;;1;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки 29,3?17,2 см «Груша»;12661;12661;RUB;395;1;;;1;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки «Гипноз», 6 ячеек, 30?17,5 см;12668;12668;RUB;369;1;;;3;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки «Круг», 19?14,5 см, цвет белый;12658;12658;RUB;395;1;;;3;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки «Сердца» 35 ячеек;;;RUB;359;1;;;1;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки Пузирки;11618;11618;RUB;420;1;;;1;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки круги;11076;11076;RUB;380;1;;;1;;;;1;;;;;;;;;;;;;
Форма для муссовых десертов и выпечки рамашка;11084;11084;RUB;380;1;;;1;;;;1;;;;;;;;;;;;;
Форма для пряника и мастикы цыфри 4 см метал;12897;12897;RUB;255;1;;;4;;;;1;;;;;;;;;;;;;
Форма для пряника и теста круг, цветок, звезда;12919;12919;RUB;155;1;;;10;;;;1;;;;;;;;;;;;;
Форма для пряника человек;12892;12892;RUB;325;1;;;3;;;;1;;;;;;;;;;;;;
Форма для салата квадрат сердц круг звезда 6-8-10см;11945;11945;RUB;245;1;;;11;;;;1;;;;;;;;;;;;;
Форма для шоколада 100 долларов;13772;13772;RUB;199;1;;;4;;;;1;;;;;;;;;;;;;
Форма для шоколада 27,2?18,2 см "Сердце", 8 ячеек;13039;13039;RUB;155;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада «Животные» 16 ячеек (6х3,5 см), цвет шоколадный;;;RUB;229;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада «Полусфера», 28?14 см, 36 ячеек;;;RUB;355;1;;;1;;;;1;;;;;;;;;;;;;
Форма для шоколада «Шоко-кристаллы»;13230;13230;RUB;105;1;;;3;;;;1;;;;;;;;;;;;;
Форма для шоколада Алфавит английский;13759;13759;RUB;199;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада ДР Дельфинчик;13632;13632;RUB;99;1;;;1;;;;1;;;;;;;;;;;;;
Форма для шоколада Истребитель;13762;13762;RUB;199;1;;;1;;;;1;;;;;;;;;;;;;
Форма для шоколада Конфеты сферы 30мм;12649;12649;RUB;209;1;;;1;;;;1;;;;;;;;;;;;;
Форма для шоколада Кубики Большие;13642;13642;RUB;339;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада Набор военного;13764;13764;RUB;199;1;;;1;;;;1;;;;;;;;;;;;;
Форма для шоколада Плитка 5000 рублей;13765;13765;RUB;199;1;;;5;;;;1;;;;;;;;;;;;;
Форма для шоколада Плитка Папуле Инструменты;13771;13771;RUB;199;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада Плитка в сердечках;13767;13767;RUB;199;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада Плитка кубики;13640;13640;RUB;199;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада Подшипник 2;12558;12558;RUB;105;1;;;4;;;;1;;;;;;;;;;;;;
Форма для шоколада Пузырьки;13636;13636;RUB;199;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада Шоко- ЯЛТ;13775;13775;RUB;99;1;;;1;;;;1;;;;;;;;;;;;;
Форма для шоколада Шоко-гео №5;13774;13774;RUB;199;1;;;3;;;;1;;;;;;;;;;;;;
Форма для шоколада Якорь;13616;13616;RUB;179;1;;;4;;;;1;;;;;;;;;;;;;
Форма для шоколада поликарбонат;12115;12115;RUB;345;1;;;37;;;;1;;;;;;;;;;;;;
Форма для шоколада фишки карты;13629;13629;RUB;205;1;;;2;;;;1;;;;;;;;;;;;;
Форма для шоколада хеллоуин;13316;13316;RUB;145;1;;;4;;;;1;;;;;;;;;;;;;
Форма для шоколада шоко ангелочки;13619;13619;RUB;179;1;;;3;;;;1;;;;;;;;;;;;;
Форма кондитерская для леденцов и мороженого "Смайлики"   2594962;10900;10900;RUB;390;1;;;1;;;;1;;;;;;;;;;;;;
Форма металическая Сердце 17х15см;;;RUB;245;1;;;1;;;;1;;;;;;;;;;;;;
Форма металическая Сердце 21х19см;;;RUB;299;1;;;2;;;;1;;;;;;;;;;;;;
Форма металическая Сердце 23х21см;;;RUB;329;1;;;1;;;;1;;;;;;;;;;;;;
Форма пластик яйцо на палочке;12650;12650;RUB;105;1;;;1;;;;1;;;;;;;;;;;;;
Форма пластиковая плитка Клавиатура;13223;13223;RUB;209;1;;;4;;;;1;;;;;;;;;;;;;
Форма пластиковая подшипник мини;13226;13226;RUB;199;1;;;3;;;;1;;;;;;;;;;;;;
Форма пластиковая шоко круги;12081;12081;RUB;99;1;;;3;;;;1;;;;;;;;;;;;;
Форма разъёмная для кулича 16см;;;RUB;319;1;;;2;;;;1;;;;;;;;;;;;;
Форма разъёмная для кулича 18см;;;RUB;329;1;;;2;;;;1;;;;;;;;;;;;;
Форма разъёмная квадрат 26х26см;11985;11985;RUB;280;1;;;1;;;;1;;;;;;;;;;;;;
Форма самолетик 11см;12521;12521;RUB;125;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая «Леденцы» 12 ячеек 3,5см;12469;12469;RUB;295;1;;;2;;;;1;;;;;;;;;;;;;
Форма силиконовая «Пасхальные яйца» 6 ячеек (8,8х6 см);;;RUB;269;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая Детские игрушки30*17 см 15 ячеек;30026;30026;RUB;375;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая ЛЕГО;13678;13678;RUB;159;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая Лего 2;13463;13463;RUB;195;1;;;2;;;;1;;;;;;;;;;;;;
Форма силиконовая Пасха;;;RUB;329;1;;;4;;;;1;;;;;;;;;;;;;
Форма силиконовая Пуговици;11752;11752;RUB;129;1;;;9;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС бисквит-база d103мм h20мм;;;RUB;690;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС куб 35*35мм h35мм;;;RUB;790;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС пирамида 36*36мм h22мм;;;RUB;750;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС пирамида 71*71мм h40мм;;;RUB;750;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС полусфера d30мм h15мм;;;RUB;690;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС саварен квад.средн 48*48мм h29мм;;;RUB;790;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС флорентинер малый d35мм h5мм;;;RUB;690;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС цилиндр d48мм h50мм;;;RUB;790;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая СИЛИКОНФЛЕКС цифры;;;RUB;990;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая Цифры;13281;13281;RUB;245;1;;;3;;;;1;;;;;;;;;;;;;
Форма силиконовая для шоколада КАРТЫ;30021;30021;RUB;195;1;;;2;;;;1;;;;;;;;;;;;;
Форма силиконовая полусфера 6,5 см на 6 шт;;;RUB;279;1;;;4;;;;1;;;;;;;;;;;;;
Форма силиконовая полусфера для шоколада 5,8 см на 8 шт;10733;10733;RUB;279;1;;;4;;;;1;;;;;;;;;;;;;
Форма силиконовая полусфера на 15 шт 3,8см;12435;12435;RUB;280;1;;;1;;;;1;;;;;;;;;;;;;
Форма силиконовая яйцо 10см 5шт;;;RUB;279;1;;;1;;;;1;;;;;;;;;;;;;
Цветы из мастики 1шт;;;RUB;259;1;;;1;;;;1;;;;;;;;;;;;;
Черная смородина пюре 250 гр;13652;13652;RUB;139;1;;;6;;;;1;;;;;;;;;;;;;
Черника пюре 250 гр;13651;13651;RUB;185;1;;;12;;;;1;;;;;;;;;;;;;
Шарики сахаристые золото 2 мм 70 гр;12361;12361;RUB;225;1;;;5;;;;1;;;;;;;;;;;;;
Шарики сахаристые золото 3 мм 70 гр;12362;12362;RUB;195;1;;;10;;;;1;;;;;;;;;;;;;
Шарики сахаристые золото 5 мм 70гр;12360;12360;RUB;185;1;;;7;;;;1;;;;;;;;;;;;;
Шарики сахаристые золото 7 мм 70 гр;12689;12689;RUB;185;1;;;1;;;;1;;;;;;;;;;;;;
Шарики сахаристые серебро 3 мм 70 гр;12365;12365;RUB;185;1;;;7;;;;1;;;;;;;;;;;;;
Шарики сахаристые серебро 4 мм 70 гр;13538;13538;RUB;175;1;;;2;;;;1;;;;;;;;;;;;;
Шарики сахаристые серебро 5 мм 70 гр;12364;12364;RUB;175;1;;;5;;;;1;;;;;;;;;;;;;
Шоколад Молочный SICAO 33% 5кг;11455;11455;RUB;2850;1;;;1;;;;1;;;;;;;;;;;;;
Шоколад Тёмный SICAO 53% 5кг;11459;11459;RUB;2750;1;;;2;;;;1;;;;;;;;;;;;;
Шоколад белый 27% SICAO 500 гр;12710;12710;RUB;435;1;;;6;;;;1;;;;;;;;;;;;;
Шоколад белый 27% SICAO 5кг;;;RUB;2750;1;;;1;;;;1;;;;;;;;;;;;;
Шоколад белый 34% IRCA 250 гр;11700;11700;RUB;250;1;;;4;;;;1;;;;;;;;;;;;;
Шоколад белый 34% IRCA 500 гр;10335;10335;RUB;475;1;;;2;;;;1;;;;;;;;;;;;;
Шоколад молочный 32% IRCA 2.5 кг;10332;10332;RUB;1770;1;;;2;;;;1;;;;;;;;;;;;;
Шоколад молочный 32% IRCA 250 гр;11701;11701;RUB;220;1;;;7;;;;1;;;;;;;;;;;;;
Шоколад молочный 32% IRCA 5 кг;10326;10326;RUB;3250;1;;;3;;;;1;;;;;;;;;;;;;
Шоколад молочный 32% IRCA 500 гр;10334;10334;RUB;425;1;;;8;;;;1;;;;;;;;;;;;;
Шоколад молочный 33% SICAO 500 гр;12714;12714;RUB;415;1;;;6;;;;1;;;;;;;;;;;;;
Шоколад молочный с Карамелью Barry Callebaut 200 гр;12351;12351;RUB;339;1;;;2;;;;1;;;;;;;;;;;;;
Шоколад со вкусом Апельсина Barry Callebaut 2,5 кг;;;RUB;2890;1;;;1;;;;1;;;;;;;;;;;;;
Шоколад со вкусом Клубники Barry Callebaut 200 гр;11177;11177;RUB;299;1;;;1;;;;1;;;;;;;;;;;;;
Шоколад тёмный 53% SICAO 500 гр;12712;12712;RUB;385;1;;;5;;;;1;;;;;;;;;;;;;
Шоколад темный 52% IRCA 250 гр;11702;11702;RUB;230;1;;;6;;;;1;;;;;;;;;;;;;
Шоколад темный 52% IRCA 500 гр;10336;10336;RUB;445;1;;;9;;;;1;;;;;;;;;;;;;
Шоколадные термостаб. Капли 200 гр;10357;10357;RUB;179;1;;;2;;;;1;;;;;;;;;;;;;
Шоколадный сувенир;;;RUB;499;1;;;10;;;;1;;;;;;;;;;;;;
Шокотрансферная бумага;10707;10707;RUB;290;1;;;27;;;;1;;;;;;;;;;;;;
Шпажки деревянные (бамбук) 100 шт 20 см;10502;10502;RUB;59;1;;;2;;;;1;;;;;;;;;;;;;
Шпажки деревянные (бамбук) 100 шт 25см;11793;11793;RUB;62;1;;;5;;;;1;;;;;;;;;;;;;
Шпажки деревянные (бамбук) 100 шт 30см;11794;11794;RUB;78;1;;;12;;;;1;;;;;;;;;;;;;
Шпател кондитерский14,5х9,5 см.;10837;10837;RUB;60;1;;;11;;;;1;;;;;;;;;;;;;
Шпатель кондитерский  с разметкой 14 см;10711;10711;RUB;245;1;;;5;;;;1;;;;;;;;;;;;;
Шпатель кондитерский  с разметкой 21 см;10712;10712;RUB;285;1;;;4;;;;1;;;;;;;;;;;;;
Шпатель кондитерский прямой 10х7,5х0,1 см;0688;0688;RUB;60;1;;;2;;;;1;;;;;;;;;;;;;
Шпатель кондитерский с ручкой полу круг16,5х9,5 см;10987;10987;RUB;220;1;;;2;;;;1;;;;;;;;;;;;;
Шпатель пластик 14 см;;;RUB;60;1;;;24;;;;1;;;;;;;;;;;;;
Шпатель пластик 20 см;11933;11933;RUB;100;1;;;13;;;;1;;;;;;;;;;;;;
Штамп для кексов;11847;11847;RUB;99;1;;;1;;;;1;;;;;;;;;;;;;
Штамп для мастики с узорами;10933;10933;RUB;150;1;;;3;;;;1;;;;;;;;;;;;;
Штамп резак машинки;12895;12895;RUB;265;1;;;4;;;;1;;;;;;;;;;;;;
Экскудер для мастики чёрный;12130;12130;RUB;475;1;;;3;;;;1;;;;;;;;;;;;;
Экстракт Ванили 10 мл Mr Flavor;11683;11683;RUB;160;1;;;2;;;;1;;;;;;;;;;;;;
Экстракт Корицы 10 мл;13214;13214;RUB;140;1;;;9;;;;1;;;;;;;;;;;;;
вырубка  рамкый;12849;12849;RUB;219;1;;;6;;;;1;;;;;;;;;;;;;
кисточки силиконовые 5 шт;12862;12862;RUB;270;1;;;8;;;;1;;;;;;;;;;;;;
конуси малльенкий 6 шт;11797;11797;RUB;175;1;;;6;;;;1;;;;;;;;;;;;;
коробка под эклеры с прозрачным куполом 220х135х70мм;13724;13724;RUB;68;1;;;36;;;;1;;;;;;;;;;;;;
креманка средняя погода 150 мл;11220;11220;RUB;15;1;;;233;;;;1;;;;;;;;;;;;;
креманка средняя погода 200 мл;0556;0556;RUB;25;1;;;69;;;;1;;;;;;;;;;;;;
лента атласная 25мм 23м золото;;;RUB;200;1;;;4;;;;1;;;;;;;;;;;;;
лента атласная 6мм 23м золото;ЛA06З;ЛA06З;RUB;99;1;;;21;;;;1;;;;;;;;;;;;;
манго сублимированной сушки 1-5 мм;12146;12146;RUB;279;1;;;2;;;;1;;;;;;;;;;;;;
молд корона;12868;12868;RUB;85;1;;;3;;;;1;;;;;;;;;;;;;
молд сумочка;12869;12869;RUB;115;1;;;2;;;;1;;;;;;;;;;;;;
подложка золото с держателем круг D90-0,8мм;90-08;90-08;RUB;3;1;;;2;;;;1;;;;;;;;;;;;;
подложка золото с держателем прямоугольник 130*40*0,8мм;13040-08;13040-08;RUB;3;1;;;216;;;;1;;;;;;;;;;;;;
поднос для выпечки пиццы 26см;12459;12459;RUB;165;1;;;1;;;;1;;;;;;;;;;;;;
поднос для выпечки пиццы 28см;12460;12460;RUB;185;1;;;1;;;;1;;;;;;;;;;;;;
силиконовий молд хрюшки;0712;0712;RUB;250;1;;;2;;;;1;;;;;;;;;;;;;
термометр игольчатый длиний;11729;11729;RUB;380;1;;;2;;;;1;;;;;;;;;;;;;
угалок для выравнивания тортов пластик;11711;11711;RUB;235;1;;;6;;;;1;;;;;;;;;;;;;
форма для випечки раздвижной прямоуголник 18-34х28-54 5см;10906;10906;RUB;595;1;;;5;;;;1;;;;;;;;;;;;;
форма силиконовая полусфера 2,8см 35 шт;12475;12475;RUB;299;1;;;11;;;;1;;;;;;;;;;;;;
форма торта Цыфра 25см;13327;13327;RUB;349;1;;;3;;;;1;;;;;;;;;;;;;
хело кити;12853;12853;RUB;600;1;;;1;;;;1;;;;;;;;;;;;;
